Número do Aluno,Sala,Data,Hora,IP
103627,D1.02,13/06/2025,17:50:00,192.168.178.213
102470,Auditório 4,01/08/2024,19:50:00,192.168.42.46
101911,Auditório 1,11/07/2024,20:57:00,192.168.197.84
100513,AA3.26,24/04/2025,14:43:00,192.168.125.62
100271,AA3.28,19/03/2025,12:55:00,192.168.170.178
103941,C2.02,25/07/2024,18:34:00,192.168.74.176
107524,Auditório 4,20/09/2024,12:55:00,192.168.74.251
101570,D1.01,05/12/2024,14:43:00,192.168.241.240
109699,Auditório 4,06/08/2024,18:34:00,192.168.125.250
107343,Auditório 4,03/04/2025,11:14:00,192.168.153.99
103411,C2.02,10/07/2024,16:16:00,192.168.6.225
105552,AA3.26,07/08/2024,18:34:00,192.168.170.41
106492,AA3.26,07/03/2025,20:57:00,192.168.167.243
103914,D1.02,13/08/2024,10:33:00,192.168.187.40
103411,0S02,30/09/2024,19:50:00,192.168.6.225
107524,B2.01,22/04/2025,08:19:00,192.168.74.251
103328,D1.02,11/09/2024,09:47:00,192.168.213.74
101383,0S01,04/12/2024,14:43:00,192.168.165.191
106345,C2.01,21/11/2024,14:43:00,192.168.184.228
101381,Auditório 1,07/11/2024,08:19:00,192.168.236.18
109676,Auditório 4,25/06/2025,16:16:00,192.168.115.47
105282,0S02,06/11/2024,12:55:00,192.168.97.45
100853,B2.02,08/11/2024,10:33:00,192.168.142.146
106182,D1.01,18/02/2025,17:50:00,192.168.9.3
103031,B2.02,06/06/2025,09:47:00,192.168.67.158
101556,0S01,06/09/2024,14:43:00,192.168.115.18
104926,0S02,17/09/2024,18:34:00,192.168.69.211
109959,0S01,28/02/2025,19:50:00,192.168.136.188
103655,B2.02,04/09/2024,12:55:00,192.168.153.14
108884,0S01,25/09/2024,14:43:00,192.168.105.6
102685,AA3.26,14/11/2024,16:16:00,192.168.26.78
108939,0S01,26/03/2025,19:50:00,192.168.168.207
108292,D1.02,20/08/2024,15:57:00,192.168.121.228
103411,0S01,20/03/2025,08:19:00,192.168.6.225
101294,Auditório 4,13/09/2024,19:50:00,192.168.32.84
103049,D1.01,28/03/2025,11:14:00,192.168.223.185
107800,0S01,02/09/2024,09:47:00,192.168.230.22
109762,B2.02,02/09/2024,17:50:00,192.168.231.3
107279,AA3.28,07/04/2025,08:19:00,192.168.131.234
104000,D1.02,24/03/2025,12:55:00,192.168.93.109
108926,Auditório 4,05/09/2024,12:55:00,192.168.209.7
106514,AA3.28,13/05/2025,20:57:00,192.168.34.233
100513,B2.01,31/07/2024,12:55:00,192.168.125.62
103585,D1.02,22/11/2024,10:33:00,192.168.249.167
104332,AA3.26,22/11/2024,20:57:00,192.168.57.66
102470,C2.01,23/07/2024,14:43:00,192.168.42.46
102976,B2.02,05/06/2025,18:34:00,192.168.209.212
103360,0S01,12/12/2024,08:19:00,192.168.37.65
102875,B2.02,16/09/2024,08:19:00,192.168.65.233
104926,Auditório 4,24/03/2025,20:57:00,192.168.69.211
101604,Auditório 1,31/03/2025,17:50:00,192.168.101.137
104426,B2.01,17/04/2025,14:43:00,192.168.147.142
101412,Auditório 1,06/11/2024,20:57:00,192.168.151.162
100545,AA3.28,31/07/2024,14:43:00,192.168.12.49
100557,Auditório 4,08/05/2025,17:50:00,192.168.212.195
102299,C2.01,11/07/2024,11:14:00,192.168.132.178
108376,Auditório 4,01/10/2024,14:43:00,192.168.218.77
108503,C2.02,23/05/2025,10:33:00,192.168.179.21
104994,0S01,04/11/2024,11:14:00,192.168.142.190
103188,B2.02,28/10/2024,20:57:00,192.168.123.213
108076,D1.02,21/11/2024,18:34:00,192.168.250.211
109936,B2.02,09/12/2024,09:47:00,192.168.81.7
107266,C2.02,25/06/2025,11:14:00,192.168.153.149
102091,D1.01,21/10/2024,11:14:00,192.168.192.14
100509,AA3.28,24/10/2024,19:50:00,192.168.190.246
106973,0S01,27/05/2025,20:57:00,192.168.48.19
108599,AA3.28,19/08/2024,09:47:00,192.168.249.111
106257,C2.01,11/04/2025,12:55:00,192.168.235.105
108302,AA3.26,02/07/2024,12:55:00,192.168.94.230
103655,Auditório 1,20/11/2024,08:19:00,192.168.153.14
102980,B2.02,26/11/2024,13:57:00,192.168.93.90
100897,B2.01,15/04/2025,17:50:00,192.168.158.206
108251,AA3.28,13/05/2025,13:57:00,192.168.66.142
104840,Auditório 4,04/12/2024,08:19:00,192.168.253.75
101185,D1.01,27/02/2025,09:47:00,192.168.3.184
107558,Auditório 1,10/09/2024,17:50:00,192.168.147.241
103723,C2.01,19/07/2024,09:47:00,192.168.95.152
102358,C2.01,16/04/2025,14:43:00,192.168.173.141
109295,C2.01,03/10/2024,18:34:00,192.168.198.69
106760,C2.01,08/04/2025,09:47:00,192.168.187.166
106651,D1.02,12/12/2024,18:34:00,192.168.42.23
108750,B2.02,04/07/2024,14:43:00,192.168.66.146
108304,B2.02,08/11/2024,11:14:00,192.168.89.247
109953,C2.02,10/03/2025,08:19:00,192.168.185.35
103784,AA3.26,16/05/2025,13:57:00,192.168.7.55
108061,D1.02,06/09/2024,10:33:00,192.168.15.235
107138,AA3.28,26/03/2025,08:19:00,192.168.5.215
108084,0S02,08/10/2024,10:33:00,192.168.99.165
105678,D1.01,28/04/2025,09:47:00,192.168.252.159
104926,AA3.26,25/09/2024,09:47:00,192.168.69.211
107059,0S02,09/10/2024,08:19:00,192.168.60.238
100531,B2.02,06/05/2025,20:57:00,192.168.216.171
102172,AA3.26,16/07/2024,17:50:00,192.168.118.165
106425,B2.02,25/11/2024,15:57:00,192.168.87.198
109532,D1.01,28/04/2025,14:43:00,192.168.76.118
104099,C2.02,13/11/2024,09:47:00,192.168.122.70
105654,C2.02,18/04/2025,16:16:00,192.168.225.2
108190,AA3.26,11/12/2024,13:57:00,192.168.32.183
106839,B2.01,11/10/2024,16:16:00,192.168.241.224
100952,B2.02,13/09/2024,19:50:00,192.168.209.243
109759,AA3.26,29/11/2024,19:50:00,192.168.67.239
102875,D1.02,04/07/2024,17:50:00,192.168.65.233
103655,Auditório 4,23/06/2025,19:50:00,192.168.153.14
100300,Auditório 1,09/12/2024,20:57:00,192.168.216.167
104500,C2.02,10/09/2024,08:19:00,192.168.229.235
100642,AA3.28,06/09/2024,12:55:00,192.168.240.83
101564,Auditório 1,30/05/2025,18:34:00,192.168.238.68
104177,0S02,07/10/2024,19:50:00,192.168.192.190
100503,Auditório 1,07/08/2024,16:16:00,192.168.37.55
106670,D1.01,16/09/2024,08:19:00,192.168.24.154
105106,D1.02,20/02/2025,15:57:00,192.168.50.190
101854,AA3.26,04/09/2024,16:16:00,192.168.148.200
101911,Auditório 4,06/02/2025,19:50:00,192.168.197.84
106127,0S01,03/09/2024,10:33:00,192.168.34.1
100599,0S02,30/04/2025,15:57:00,192.168.192.176
102136,0S02,10/10/2024,14:43:00,192.168.88.155
106257,B2.01,14/05/2025,11:14:00,192.168.235.105
100952,0S02,16/07/2024,15:57:00,192.168.209.243
105359,D1.01,17/10/2024,15:57:00,192.168.190.212
107390,Auditório 4,20/09/2024,12:55:00,192.168.168.202
101827,C2.01,13/03/2025,20:57:00,192.168.230.46
100256,D1.01,28/10/2024,17:50:00,192.168.4.211
100414,B2.01,27/11/2024,16:16:00,192.168.188.136
101832,AA3.28,07/02/2025,18:34:00,192.168.144.234
100548,B2.01,19/11/2024,16:16:00,192.168.85.120
106834,Auditório 4,29/10/2024,14:43:00,192.168.183.7
101726,0S01,27/06/2025,17:50:00,192.168.108.12
109702,D1.01,08/11/2024,14:43:00,192.168.23.135
104993,AA3.28,16/10/2024,11:14:00,192.168.199.23
106093,0S01,12/07/2024,19:50:00,192.168.160.195
105939,0S01,25/04/2025,12:55:00,192.168.158.118
104381,Auditório 4,16/07/2024,14:43:00,192.168.13.171
107150,Auditório 1,12/07/2024,14:43:00,192.168.100.190
106367,D1.01,15/11/2024,13:57:00,192.168.15.193
102378,AA3.26,26/06/2025,20:57:00,192.168.221.233
100733,D1.01,22/05/2025,18:34:00,192.168.180.137
104974,AA3.28,21/10/2024,09:47:00,192.168.206.249
102997,AA3.26,04/10/2024,13:57:00,192.168.86.141
106409,D1.01,23/04/2025,12:55:00,192.168.109.147
102986,Auditório 1,17/02/2025,17:50:00,192.168.47.92
102609,0S02,10/02/2025,18:34:00,192.168.170.112
101726,B2.02,28/04/2025,17:50:00,192.168.108.12
100276,C2.01,01/08/2024,14:43:00,192.168.252.14
103857,Auditório 4,26/11/2024,13:57:00,192.168.190.96
101651,C2.02,30/06/2025,13:57:00,192.168.200.209
106959,Auditório 1,12/11/2024,12:55:00,192.168.26.204
102245,Auditório 4,21/08/2024,10:33:00,192.168.141.4
100135,0S02,29/08/2024,17:50:00,192.168.67.175
103667,Auditório 1,10/07/2024,10:33:00,192.168.1.78
100861,D1.01,19/05/2025,18:34:00,192.168.59.72
104287,B2.01,28/02/2025,09:47:00,192.168.94.241
100463,AA3.26,09/12/2024,18:34:00,192.168.40.63
108346,B2.01,04/06/2025,13:57:00,192.168.86.158
103857,D1.02,23/10/2024,18:34:00,192.168.190.96
107355,C2.01,12/11/2024,12:55:00,192.168.91.78
109477,Auditório 4,31/10/2024,15:57:00,192.168.154.129
109967,C2.01,30/07/2024,20:57:00,192.168.135.42
101604,D1.02,01/04/2025,10:33:00,192.168.101.137
101380,C2.01,23/07/2024,11:14:00,192.168.110.128
107244,D1.02,18/04/2025,20:57:00,192.168.154.119
107761,C2.02,13/03/2025,11:14:00,192.168.231.32
107673,C2.01,28/08/2024,08:19:00,192.168.206.118
106257,C2.02,24/09/2024,11:14:00,192.168.235.105
101496,C2.01,21/05/2025,19:50:00,192.168.178.17
108168,C2.02,29/07/2024,09:47:00,192.168.68.92
103766,C2.02,03/10/2024,17:50:00,192.168.41.80
102378,AA3.28,06/11/2024,08:19:00,192.168.221.233
103618,D1.02,25/10/2024,18:34:00,192.168.112.170
100357,Auditório 1,09/04/2025,13:57:00,192.168.227.40
109401,Auditório 1,20/09/2024,12:55:00,192.168.104.239
108418,B2.01,05/09/2024,15:57:00,192.168.103.144
104343,Auditório 4,16/06/2025,12:55:00,192.168.235.62
101404,Auditório 1,20/09/2024,14:43:00,192.168.171.168
103415,0S01,15/07/2024,15:57:00,192.168.120.250
103250,D1.02,04/07/2024,13:57:00,192.168.125.136
103800,D1.01,10/03/2025,17:50:00,192.168.172.114
100853,D1.02,13/12/2024,08:19:00,192.168.142.146
100656,0S02,18/09/2024,09:47:00,192.168.229.56
109532,B2.02,13/05/2025,10:33:00,192.168.76.118
105383,C2.01,12/07/2024,12:55:00,192.168.176.136
108569,C2.01,21/08/2024,19:50:00,192.168.165.162
100271,D1.02,20/02/2025,19:50:00,192.168.170.178
106404,0S01,27/03/2025,12:55:00,192.168.122.93
105552,0S01,20/02/2025,14:43:00,192.168.170.41
107126,0S02,09/12/2024,13:57:00,192.168.65.216
108190,AA3.28,14/03/2025,12:55:00,192.168.32.183
106143,B2.01,05/07/2024,14:43:00,192.168.175.194
109520,B2.01,30/08/2024,20:57:00,192.168.188.15
103022,Auditório 4,21/04/2025,14:43:00,192.168.212.149
105106,B2.02,27/05/2025,17:50:00,192.168.50.190
104684,AA3.26,18/11/2024,14:43:00,192.168.251.41
103959,Auditório 1,06/02/2025,20:57:00,192.168.158.115
103052,Auditório 4,15/11/2024,13:57:00,192.168.77.59
103655,0S02,14/08/2024,13:57:00,192.168.153.14
106093,B2.02,13/11/2024,11:14:00,192.168.160.195
100798,AA3.26,04/04/2025,19:50:00,192.168.139.229
104974,Auditório 1,28/05/2025,13:57:00,192.168.206.249
105104,B2.01,09/06/2025,20:57:00,192.168.33.131
106203,B2.02,29/04/2025,15:57:00,192.168.150.53
108160,AA3.28,20/06/2025,15:57:00,192.168.254.50
104287,AA3.26,24/09/2024,12:55:00,192.168.94.241
106760,0S02,12/12/2024,12:55:00,192.168.187.166
100936,C2.02,28/08/2024,14:43:00,192.168.227.64
100360,B2.01,16/07/2024,09:47:00,192.168.132.108
107075,B2.02,02/06/2025,08:19:00,192.168.53.82
107524,Auditório 4,01/10/2024,10:33:00,192.168.74.251
109936,Auditório 1,03/09/2024,18:34:00,192.168.81.7
105051,AA3.26,17/06/2025,14:43:00,192.168.134.180
107311,0S01,22/04/2025,08:19:00,192.168.69.81
102700,AA3.28,14/08/2024,14:43:00,192.168.30.45
105304,Auditório 4,11/09/2024,15:57:00,192.168.244.177
100853,C2.01,21/11/2024,16:16:00,192.168.142.146
104828,0S01,24/03/2025,09:47:00,192.168.183.73
106705,D1.01,05/11/2024,11:14:00,192.168.149.242
108076,B2.01,28/08/2024,13:57:00,192.168.250.211
101610,C2.01,25/06/2025,09:47:00,192.168.49.106
103250,Auditório 4,01/05/2025,11:14:00,192.168.125.136
102806,0S01,23/04/2025,09:47:00,192.168.135.166
100049,Auditório 4,01/04/2025,09:47:00,192.168.60.233
102239,B2.01,14/05/2025,17:50:00,192.168.170.62
109532,D1.02,10/12/2024,08:19:00,192.168.76.118
106780,Auditório 1,02/07/2025,17:50:00,192.168.193.174
105427,0S02,23/04/2025,17:50:00,192.168.136.168
100963,D1.01,01/08/2024,09:47:00,192.168.214.101
102106,C2.02,23/10/2024,15:57:00,192.168.3.120
103182,B2.01,03/09/2024,08:19:00,192.168.77.194
103411,AA3.28,05/05/2025,10:33:00,192.168.6.225
104955,D1.02,21/05/2025,18:34:00,192.168.49.87
109300,0S02,02/08/2024,20:57:00,192.168.73.201
108884,C2.02,02/04/2025,15:57:00,192.168.105.6
103475,D1.01,09/07/2024,10:33:00,192.168.61.172
101767,AA3.28,29/08/2024,09:47:00,192.168.43.166
101564,D1.01,13/08/2024,18:34:00,192.168.238.68
107088,C2.02,26/06/2025,11:14:00,192.168.81.226
105304,Auditório 1,17/07/2024,18:34:00,192.168.244.177
106367,0S01,30/06/2025,17:50:00,192.168.15.193
108910,0S01,18/11/2024,17:50:00,192.168.203.34
102644,D1.02,04/12/2024,19:50:00,192.168.241.125
103809,D1.02,08/10/2024,16:16:00,192.168.176.1
101655,AA3.26,03/10/2024,16:16:00,192.168.171.245
103250,Auditório 1,23/07/2024,13:57:00,192.168.125.136
107279,0S01,25/03/2025,16:16:00,192.168.131.234
106443,Auditório 1,03/12/2024,11:14:00,192.168.225.237
100897,C2.02,26/08/2024,20:57:00,192.168.158.206
103439,AA3.26,21/04/2025,18:34:00,192.168.200.212
105629,C2.01,22/04/2025,20:57:00,192.168.116.237
103914,AA3.28,27/03/2025,08:19:00,192.168.187.40
104500,D1.02,21/03/2025,18:34:00,192.168.229.235
100952,C2.02,09/04/2025,16:16:00,192.168.209.243
108061,Auditório 1,23/10/2024,11:14:00,192.168.15.235
101827,D1.02,22/11/2024,15:57:00,192.168.230.46
100963,Auditório 4,15/04/2025,15:57:00,192.168.214.101
108251,Auditório 1,20/06/2025,14:43:00,192.168.66.142
108884,B2.02,11/09/2024,11:14:00,192.168.35.188
102299,Auditório 4,18/03/2025,13:57:00,192.168.132.178
104786,D1.01,16/09/2024,15:57:00,192.168.70.135
104130,Auditório 4,26/09/2024,12:55:00,192.168.252.230
105636,B2.02,31/10/2024,15:57:00,192.168.77.238
103809,AA3.28,24/09/2024,15:57:00,192.168.176.1
104892,D1.02,21/11/2024,10:33:00,192.168.150.222
102016,Auditório 4,08/05/2025,09:47:00,192.168.219.3
109295,B2.01,25/07/2024,14:43:00,192.168.198.69
104099,0S02,01/10/2024,18:34:00,192.168.122.70
104905,Auditório 4,31/10/2024,19:50:00,192.168.105.216
106762,D1.01,31/07/2024,19:50:00,192.168.93.199
106787,Auditório 4,02/07/2025,17:50:00,192.168.85.123
106443,C2.02,26/02/2025,20:57:00,192.168.225.237
104993,Auditório 1,06/05/2025,11:14:00,192.168.199.23
101163,C2.02,01/08/2024,09:47:00,192.168.107.37
101036,C2.02,09/07/2024,17:50:00,192.168.243.198
103941,AA3.28,12/03/2025,12:55:00,192.168.199.211
105104,0S01,14/03/2025,11:14:00,192.168.33.131
108959,Auditório 1,02/07/2024,10:33:00,192.168.70.71
108084,0S01,05/03/2025,16:16:00,192.168.120.21
109953,B2.01,25/10/2024,10:33:00,192.168.185.35
102568,C2.01,13/12/2024,08:19:00,192.168.33.142
100652,AA3.28,04/02/2025,18:34:00,192.168.165.74
108076,Auditório 1,06/08/2024,12:55:00,192.168.250.211
109702,0S01,29/07/2024,17:50:00,192.168.23.135
100712,Auditório 1,21/04/2025,10:33:00,192.168.134.109
108599,C2.01,19/11/2024,11:14:00,192.168.249.111
107653,Auditório 1,25/09/2024,10:33:00,192.168.176.189
106388,D1.02,21/10/2024,14:43:00,192.168.60.156
105334,B2.01,05/05/2025,20:57:00,192.168.98.42
109615,D1.02,01/05/2025,19:50:00,192.168.235.81
109967,0S01,01/04/2025,15:57:00,192.168.135.42
103934,D1.01,14/05/2025,09:47:00,192.168.221.104
107140,D1.02,07/11/2024,18:34:00,192.168.44.186
108329,AA3.28,05/02/2025,12:55:00,192.168.191.240
107390,D1.01,27/11/2024,09:47:00,192.168.168.202
107805,C2.02,23/10/2024,09:47:00,192.168.104.86
100443,D1.02,04/06/2025,20:57:00,192.168.57.26
101898,C2.02,06/05/2025,10:33:00,192.168.211.118
102682,B2.02,15/10/2024,20:57:00,192.168.197.69
102997,D1.02,06/08/2024,17:50:00,192.168.86.141
100557,0S01,10/03/2025,12:55:00,192.168.212.195
108190,C2.01,08/05/2025,16:16:00,192.168.32.183
104052,D1.02,24/07/2024,18:34:00,192.168.119.233
108926,Auditório 4,10/07/2024,11:14:00,192.168.209.7
108209,0S01,28/10/2024,10:33:00,192.168.100.103
105678,0S01,12/05/2025,11:14:00,192.168.252.159
104892,D1.01,01/05/2025,13:57:00,192.168.150.222
107784,0S02,02/05/2025,20:57:00,192.168.9.11
101124,C2.02,28/10/2024,16:16:00,192.168.112.101
104557,0S02,13/09/2024,15:57:00,192.168.240.232
105376,Auditório 4,11/12/2024,10:33:00,192.168.79.210
100524,AA3.28,17/09/2024,16:16:00,192.168.43.23
109317,B2.02,21/11/2024,16:16:00,192.168.228.167
107784,C2.02,18/03/2025,15:57:00,192.168.9.11
106404,D1.02,18/09/2024,10:33:00,192.168.122.93
108014,Auditório 1,13/05/2025,17:50:00,192.168.1.123
101808,AA3.26,27/11/2024,15:57:00,192.168.158.68
107726,C2.02,05/08/2024,08:19:00,192.168.116.196
108476,0S02,17/07/2024,09:47:00,192.168.50.126
100733,0S01,06/09/2024,18:34:00,192.168.180.137
100642,0S01,18/07/2024,19:50:00,192.168.189.196
100049,D1.02,11/02/2025,10:33:00,192.168.60.233
100319,AA3.26,18/10/2024,17:50:00,192.168.76.193
106592,D1.02,26/02/2025,13:57:00,192.168.12.222
104797,B2.02,19/09/2024,20:57:00,192.168.48.71
106670,B2.02,05/11/2024,15:57:00,192.168.24.154
106425,B2.02,25/06/2025,10:33:00,192.168.87.198
107558,C2.01,11/12/2024,15:57:00,192.168.147.241
101808,D1.01,21/11/2024,17:50:00,192.168.158.68
103492,AA3.28,09/07/2024,19:50:00,192.168.153.92
100241,C2.01,02/07/2024,13:57:00,192.168.98.22
102203,Auditório 4,30/04/2025,16:16:00,192.168.203.157
107398,C2.01,21/10/2024,09:47:00,192.168.101.77
103959,C2.01,08/11/2024,16:16:00,192.168.158.115
107059,Auditório 1,18/10/2024,12:55:00,192.168.60.238
107751,C2.02,11/03/2025,14:43:00,192.168.152.90
106780,0S01,10/12/2024,15:57:00,192.168.193.174
109452,C2.01,22/04/2025,13:57:00,192.168.25.23
106364,C2.01,09/04/2025,09:47:00,192.168.136.168
103809,AA3.28,15/10/2024,11:14:00,192.168.176.1
108304,0S02,03/02/2025,17:50:00,192.168.89.247
100674,AA3.28,11/06/2025,15:57:00,192.168.116.159
106491,0S01,15/08/2024,19:50:00,192.168.99.15
107244,Auditório 1,27/08/2024,12:55:00,192.168.154.119
101412,C2.02,31/10/2024,16:16:00,192.168.49.124
107664,Auditório 4,03/07/2024,15:57:00,192.168.85.111
102470,0S02,02/05/2025,17:50:00,192.168.42.46
106957,AA3.28,12/11/2024,17:50:00,192.168.167.104
107865,C2.02,14/05/2025,20:57:00,192.168.238.128
105636,AA3.26,09/10/2024,15:57:00,192.168.77.238
107244,0S01,28/04/2025,15:57:00,192.168.154.119
102976,B2.01,11/03/2025,15:57:00,192.168.209.212
104000,B2.02,03/04/2025,15:57:00,192.168.217.239
107673,Auditório 1,20/03/2025,10:33:00,192.168.206.118
107126,D1.02,13/03/2025,10:33:00,192.168.65.216
104332,C2.02,28/05/2025,16:16:00,192.168.57.66
103627,Auditório 4,23/07/2024,14:43:00,192.168.178.213
104632,Auditório 4,31/03/2025,12:55:00,192.168.178.130
108596,C2.01,20/08/2024,08:19:00,192.168.55.52
102677,B2.02,29/07/2024,20:57:00,192.168.75.254
106957,AA3.28,24/09/2024,14:43:00,192.168.167.104
106143,B2.01,04/02/2025,12:55:00,192.168.175.194
108376,AA3.26,11/10/2024,18:34:00,192.168.218.77
106070,C2.01,31/10/2024,15:57:00,192.168.71.154
108346,B2.01,05/03/2025,09:47:00,192.168.86.158
100936,AA3.26,19/03/2025,11:14:00,192.168.227.64
105106,Auditório 4,04/03/2025,20:57:00,192.168.50.190
100656,AA3.28,07/05/2025,11:14:00,192.168.229.56
105106,D1.02,09/06/2025,18:34:00,192.168.50.190
107088,0S02,05/07/2024,08:19:00,192.168.81.226
101294,C2.02,26/03/2025,19:50:00,192.168.32.84
104265,B2.01,23/07/2024,19:50:00,192.168.186.151
108251,0S02,09/09/2024,12:55:00,192.168.66.142
108209,C2.02,19/09/2024,12:55:00,192.168.100.103
102172,D1.02,25/11/2024,09:47:00,192.168.118.165
109967,B2.01,24/03/2025,18:34:00,192.168.135.42
102678,D1.01,16/05/2025,11:14:00,192.168.71.239
108884,0S02,17/06/2025,11:14:00,192.168.35.188
105977,C2.01,05/09/2024,20:57:00,192.168.129.230
103360,D1.01,04/03/2025,11:14:00,192.168.37.65
107653,B2.01,27/09/2024,18:34:00,192.168.176.189
102997,0S02,14/03/2025,13:57:00,192.168.86.141
100357,B2.02,13/03/2025,15:57:00,192.168.227.40
104797,AA3.26,30/04/2025,09:47:00,192.168.48.71
102677,D1.02,25/07/2024,14:43:00,192.168.75.254
105795,0S01,07/08/2024,19:50:00,192.168.105.82
102197,0S01,08/04/2025,16:16:00,192.168.93.248
106738,0S01,06/05/2025,15:57:00,192.168.5.57
102644,AA3.28,05/06/2025,12:55:00,192.168.241.125
109038,C2.01,28/10/2024,12:55:00,192.168.244.90
104191,0S02,04/11/2024,13:57:00,192.168.102.245
108910,D1.02,02/06/2025,18:34:00,192.168.203.34
108659,0S01,02/09/2024,10:33:00,192.168.129.244
109209,D1.01,26/03/2025,12:55:00,192.168.166.247
105384,D1.01,26/03/2025,10:33:00,192.168.197.185
105067,0S01,25/03/2025,19:50:00,192.168.92.9
101651,D1.02,06/06/2025,16:16:00,192.168.200.209
100049,AA3.28,29/07/2024,11:14:00,192.168.60.233
104994,C2.01,30/09/2024,13:57:00,192.168.142.190
108503,D1.02,25/02/2025,19:50:00,192.168.179.21
101890,C2.01,01/07/2025,08:19:00,192.168.25.55
102601,B2.02,16/07/2024,16:16:00,192.168.63.199
101681,AA3.26,29/04/2025,15:57:00,192.168.66.145
101890,AA3.26,13/06/2025,12:55:00,192.168.25.55
106324,B2.01,14/11/2024,20:57:00,192.168.223.88
102712,AA3.26,15/05/2025,09:47:00,192.168.88.88
104272,0S02,02/10/2024,08:19:00,192.168.37.177
108264,D1.02,19/09/2024,19:50:00,192.168.159.55
101412,C2.01,29/05/2025,10:33:00,192.168.151.162
107355,B2.01,03/07/2024,09:47:00,192.168.91.78
107800,D1.02,23/10/2024,13:57:00,192.168.230.22
107673,D1.02,02/07/2025,19:50:00,192.168.206.118
102136,0S01,19/11/2024,10:33:00,192.168.88.155
100545,D1.01,23/04/2025,12:55:00,192.168.12.49
100548,0S02,28/05/2025,14:43:00,192.168.85.120
108989,Auditório 1,18/09/2024,13:57:00,192.168.33.126
100256,B2.01,12/12/2024,09:47:00,192.168.4.211
101886,AA3.26,06/05/2025,10:33:00,192.168.133.73
105463,Auditório 1,15/07/2024,16:16:00,192.168.114.198
108476,AA3.28,01/07/2025,19:50:00,192.168.50.126
105391,Auditório 1,17/09/2024,10:33:00,192.168.204.92
102644,D1.01,12/06/2025,18:34:00,192.168.241.125
108292,D1.02,16/04/2025,20:57:00,192.168.121.228
100276,D1.02,04/10/2024,18:34:00,192.168.252.14
104828,AA3.26,10/04/2025,12:55:00,192.168.183.73
108156,0S02,13/11/2024,17:50:00,192.168.56.192
102508,D1.02,21/11/2024,15:57:00,192.168.52.222
106203,0S02,05/11/2024,12:55:00,192.168.150.53
106855,C2.02,20/03/2025,14:43:00,192.168.190.174
104445,AA3.26,26/11/2024,13:57:00,192.168.85.232
107126,AA3.26,04/02/2025,10:33:00,192.168.65.216
105369,D1.02,26/02/2025,12:55:00,192.168.28.87
100795,D1.01,01/04/2025,09:47:00,192.168.151.108
104646,Auditório 1,13/03/2025,15:57:00,192.168.64.156
107075,D1.02,26/07/2024,16:16:00,192.168.53.82
107427,AA3.28,05/05/2025,16:16:00,192.168.75.245
107657,C2.01,23/04/2025,16:16:00,192.168.130.127
101002,B2.01,23/10/2024,17:50:00,192.168.137.226
103328,Auditório 1,25/07/2024,16:16:00,192.168.213.74
104974,Auditório 1,17/02/2025,19:50:00,192.168.206.249
105463,0S01,15/05/2025,09:47:00,192.168.114.198
105515,AA3.26,28/10/2024,18:34:00,192.168.33.165
108174,C2.01,17/02/2025,09:47:00,192.168.83.213
107389,AA3.28,03/04/2025,19:50:00,192.168.201.247
108220,D1.02,26/09/2024,15:57:00,192.168.205.134
104955,0S01,22/11/2024,11:14:00,192.168.49.87
106443,B2.02,07/11/2024,19:50:00,192.168.225.237
107018,D1.01,26/03/2025,14:43:00,192.168.53.196
105890,Auditório 1,11/10/2024,18:34:00,192.168.242.124
106443,D1.01,20/02/2025,15:57:00,192.168.225.237
108704,Auditório 4,26/05/2025,12:55:00,192.168.34.253
108500,B2.02,11/09/2024,13:57:00,192.168.178.97
108220,C2.01,17/10/2024,14:43:00,192.168.205.134
100642,C2.02,02/12/2024,16:16:00,192.168.189.196
103951,Auditório 4,07/03/2025,16:16:00,192.168.189.76
100256,C2.02,11/10/2024,14:43:00,192.168.4.211
100435,B2.02,09/07/2024,19:50:00,192.168.212.40
101832,D1.02,20/08/2024,10:33:00,192.168.144.234
101810,D1.02,23/09/2024,10:33:00,192.168.56.96
109957,C2.02,03/07/2024,20:57:00,192.168.188.39
107059,Auditório 4,04/10/2024,16:16:00,192.168.60.238
101756,C2.02,10/09/2024,14:43:00,192.168.101.93
108500,C2.01,11/02/2025,14:43:00,192.168.178.97
108585,AA3.26,20/11/2024,09:47:00,192.168.253.251
101611,B2.01,20/05/2025,19:50:00,192.168.23.242
104684,Auditório 1,28/08/2024,09:47:00,192.168.251.41
105376,C2.01,09/08/2024,19:50:00,192.168.79.210
103422,0S02,19/08/2024,20:57:00,192.168.124.36
100651,B2.02,25/04/2025,20:57:00,192.168.58.86
105636,D1.02,11/07/2024,10:33:00,192.168.77.238
108075,0S02,05/12/2024,11:14:00,192.168.215.22
101570,0S02,14/03/2025,15:57:00,192.168.241.240
100791,D1.02,02/05/2025,14:43:00,192.168.135.84
107138,AA3.28,28/05/2025,20:57:00,192.168.5.215
101655,Auditório 4,30/04/2025,14:43:00,192.168.171.245
102016,B2.02,16/09/2024,10:33:00,192.168.219.3
106592,D1.02,17/04/2025,13:57:00,192.168.12.222
103857,D1.02,09/05/2025,13:57:00,192.168.190.96
109953,AA3.28,09/04/2025,14:43:00,192.168.185.35
108596,B2.02,18/10/2024,10:33:00,192.168.55.52
100642,0S01,27/02/2025,20:57:00,192.168.189.196
