Número do Aluno,Sala,Data e Hora,IP
103618,AA3.26,06/05/2025 12:55:00,192.168.112.170
103618,C2.01,07/05/2025 11:14:00,192.168.112.170
103618,AA3.26,07/05/2025 19:50:00,192.168.112.170
103618,B2.01,08/05/2025 14:43:00,192.168.112.170
103618,D1.01,09/05/2025 16:16:00,192.168.112.170
103618,B2.02,12/05/2025 16:16:00,192.168.112.170
103618,D1.02,14/05/2025 17:50:00,192.168.112.170
103618,D1.01,19/05/2025 14:43:00,192.168.112.170
103618,D1.02,19/05/2025 16:16:00,192.168.112.170
103618,0S02,03/06/2025 20:57:00,192.168.112.170
103618,D1.02,12/06/2025 09:47:00,192.168.112.170
103618,D1.02,26/06/2025 19:50:00,192.168.112.170
103618,Auditório 1,27/06/2025 14:43:00,192.168.112.170
103618,AA3.28,01/07/2025 17:50:00,192.168.112.170
103618,B2.02,02/07/2025 18:34:00,192.168.112.170
105463,D1.02,05/07/2024 15:57:00,192.168.114.198
105463,B2.02,08/07/2024 15:57:00,192.168.114.198
105463,0S02,12/07/2024 12:55:00,192.168.114.198
105463,AA3.28,12/07/2024 15:57:00,192.168.114.198
105463,Auditório 1,15/07/2024 16:16:00,192.168.114.198
105463,B2.01,17/07/2024 17:50:00,192.168.114.198
105463,D1.01,19/07/2024 16:16:00,192.168.114.198
105463,Auditório 1,22/07/2024 15:57:00,192.168.114.198
105463,B2.02,24/07/2024 09:47:00,192.168.114.198
105463,AA3.26,31/07/2024 19:50:00,192.168.114.198
105463,0S02,02/08/2024 14:43:00,192.168.114.198
105463,D1.02,07/08/2024 16:16:00,192.168.114.198
105463,C2.01,07/08/2024 18:34:00,192.168.114.198
105463,D1.02,14/08/2024 18:34:00,192.168.114.198
105463,B2.02,15/08/2024 20:57:00,192.168.114.198
105463,Auditório 4,09/09/2024 15:57:00,192.168.114.198
105463,AA3.26,10/09/2024 20:57:00,192.168.114.198
105463,D1.01,11/09/2024 12:55:00,192.168.114.198
105463,Auditório 1,16/09/2024 14:43:00,192.168.114.198
105463,D1.02,20/09/2024 20:57:00,192.168.114.198
105463,0S02,27/09/2024 09:47:00,192.168.114.198
105463,D1.01,01/10/2024 13:57:00,192.168.114.198
105463,C2.01,10/10/2024 10:33:00,192.168.114.198
105463,Auditório 4,16/10/2024 12:55:00,192.168.114.198
105463,D1.02,17/10/2024 14:43:00,192.168.114.198
105463,0S01,18/10/2024 18:34:00,192.168.114.198
105463,AA3.28,24/10/2024 14:43:00,192.168.114.198
105463,C2.01,30/10/2024 14:43:00,192.168.114.198
105463,AA3.26,07/11/2024 20:57:00,192.168.114.198
105463,D1.02,11/11/2024 09:47:00,192.168.114.198
105463,C2.01,11/11/2024 11:14:00,192.168.114.198
105463,Auditório 1,13/11/2024 16:16:00,192.168.114.198
105463,Auditório 1,19/11/2024 17:50:00,192.168.114.198
105463,AA3.28,19/11/2024 18:34:00,192.168.114.198
105463,B2.01,20/11/2024 17:50:00,192.168.114.198
105463,Auditório 1,27/11/2024 10:33:00,192.168.114.198
105463,B2.01,02/12/2024 11:14:00,192.168.114.198
105463,B2.01,04/12/2024 12:55:00,192.168.114.198
105463,C2.01,09/12/2024 12:55:00,192.168.114.198
105463,D1.01,13/12/2024 13:57:00,192.168.114.198
105463,AA3.26,04/02/2025 11:14:00,192.168.114.198
105463,C2.01,11/02/2025 13:57:00,192.168.114.198
105463,D1.02,11/02/2025 14:43:00,192.168.114.198
105463,C2.01,13/02/2025 20:57:00,192.168.114.198
105463,AA3.28,14/02/2025 12:55:00,192.168.114.198
105463,0S01,18/02/2025 20:57:00,192.168.114.198
105463,Auditório 4,24/02/2025 10:33:00,192.168.114.198
105463,D1.01,24/02/2025 18:34:00,192.168.114.198
105463,Auditório 1,06/03/2025 15:57:00,192.168.114.198
105463,C2.01,12/03/2025 14:43:00,192.168.114.198
105463,0S01,17/03/2025 18:34:00,192.168.114.198
105463,B2.01,18/03/2025 16:16:00,192.168.114.198
105463,D1.01,21/03/2025 19:50:00,192.168.114.198
105463,B2.02,27/03/2025 10:33:00,192.168.114.198
105463,AA3.28,04/04/2025 13:57:00,192.168.114.198
105463,0S02,08/04/2025 13:57:00,192.168.114.198
105463,B2.02,09/04/2025 09:47:00,192.168.114.198
105463,D1.02,10/04/2025 19:50:00,192.168.114.198
105463,B2.02,17/04/2025 17:50:00,192.168.114.198
105463,C2.01,21/04/2025 18:34:00,192.168.114.198
105463,Auditório 1,24/04/2025 10:33:00,192.168.114.198
105463,0S01,25/04/2025 17:50:00,192.168.114.198
105463,C2.01,25/04/2025 19:50:00,192.168.114.198
105463,AA3.26,29/04/2025 09:47:00,192.168.114.198
105463,0S01,02/05/2025 15:57:00,192.168.114.198
105463,C2.01,07/05/2025 20:57:00,192.168.114.198
105463,D1.01,09/05/2025 09:47:00,192.168.114.198
105463,Auditório 1,13/05/2025 11:14:00,192.168.114.198
105463,0S02,14/05/2025 19:50:00,192.168.114.198
105463,0S01,15/05/2025 09:47:00,192.168.114.198
105463,0S01,20/05/2025 18:34:00,192.168.114.198
105463,0S02,23/05/2025 12:55:00,192.168.114.198
105463,B2.01,28/05/2025 18:34:00,192.168.114.198
105463,Auditório 1,13/06/2025 12:55:00,192.168.114.198
105463,0S01,19/06/2025 16:16:00,192.168.114.198
105463,B2.01,25/06/2025 13:57:00,192.168.114.198
100876,C2.01,10/07/2024 18:34:00,192.168.114.24
100876,AA3.28,11/07/2024 11:14:00,192.168.114.24
100876,AA3.26,15/07/2024 19:50:00,192.168.114.24
100876,Auditório 1,23/07/2024 14:43:00,192.168.114.24
100876,B2.01,25/07/2024 19:50:00,192.168.114.24
100876,0S01,29/07/2024 20:57:00,192.168.114.24
100876,C2.02,01/08/2024 19:50:00,192.168.114.24
100876,B2.01,05/08/2024 11:14:00,192.168.114.24
100876,D1.01,06/08/2024 16:16:00,192.168.114.24
100876,B2.02,06/08/2024 18:34:00,192.168.114.24
100876,AA3.28,22/08/2024 18:34:00,192.168.114.24
100876,Auditório 1,02/09/2024 09:47:00,192.168.114.24
100876,Auditório 4,03/09/2024 19:50:00,192.168.114.24
100876,AA3.26,04/09/2024 15:57:00,192.168.114.24
100876,D1.01,05/09/2024 19:50:00,192.168.114.24
100876,B2.01,11/09/2024 16:16:00,192.168.114.24
100876,AA3.28,12/09/2024 09:47:00,192.168.114.24
100876,C2.02,16/09/2024 11:14:00,192.168.114.24
100876,Auditório 4,19/09/2024 15:57:00,192.168.114.24
100876,B2.01,07/10/2024 10:33:00,192.168.114.24
100876,C2.01,09/10/2024 14:43:00,192.168.114.24
100876,D1.02,17/10/2024 16:16:00,192.168.114.24
100876,C2.02,21/10/2024 14:43:00,192.168.114.24
100876,B2.01,23/10/2024 16:16:00,192.168.114.24
100876,AA3.26,30/10/2024 12:55:00,192.168.114.24
100876,Auditório 4,31/10/2024 20:57:00,192.168.114.24
100876,B2.02,05/11/2024 10:33:00,192.168.114.24
100876,D1.02,06/11/2024 12:55:00,192.168.114.24
100876,D1.01,06/11/2024 14:43:00,192.168.114.24
100876,D1.02,11/11/2024 11:14:00,192.168.114.24
100876,0S01,12/11/2024 19:50:00,192.168.114.24
100876,0S01,13/11/2024 18:34:00,192.168.114.24
100876,Auditório 4,20/11/2024 09:47:00,192.168.114.24
100876,C2.02,22/11/2024 10:33:00,192.168.114.24
100876,C2.01,28/11/2024 14:43:00,192.168.114.24
100876,B2.02,29/11/2024 10:33:00,192.168.114.24
100876,C2.01,03/12/2024 10:33:00,192.168.114.24
100876,AA3.26,03/12/2024 18:34:00,192.168.114.24
100876,C2.02,11/12/2024 11:14:00,192.168.114.24
100876,0S02,11/12/2024 13:57:00,192.168.114.24
100876,D1.01,04/02/2025 11:14:00,192.168.114.24
100876,C2.01,14/02/2025 15:57:00,192.168.114.24
100876,D1.02,17/02/2025 09:47:00,192.168.114.24
100876,D1.01,17/02/2025 16:16:00,192.168.114.24
100876,C2.01,18/02/2025 13:57:00,192.168.114.24
100876,Auditório 1,18/02/2025 18:34:00,192.168.114.24
100876,AA3.26,24/02/2025 10:33:00,192.168.114.24
100876,D1.01,04/03/2025 19:50:00,192.168.114.24
100876,D1.01,05/03/2025 14:43:00,192.168.114.24
100876,Auditório 1,13/03/2025 14:43:00,192.168.114.24
100876,C2.01,18/03/2025 17:50:00,192.168.114.24
100876,C2.01,19/03/2025 12:55:00,192.168.114.24
100876,AA3.26,21/03/2025 13:57:00,192.168.114.24
100876,Auditório 1,21/03/2025 20:57:00,192.168.114.24
100876,C2.02,25/03/2025 20:57:00,192.168.114.24
100876,AA3.28,28/03/2025 18:34:00,192.168.114.24
100876,AA3.28,31/03/2025 18:34:00,192.168.114.24
100876,C2.02,03/04/2025 16:16:00,192.168.114.24
100876,0S01,08/04/2025 12:55:00,192.168.114.24
100876,AA3.26,29/04/2025 11:14:00,192.168.114.24
100876,B2.02,30/04/2025 10:33:00,192.168.114.24
100876,C2.01,01/05/2025 20:57:00,192.168.114.24
100876,D1.02,05/05/2025 16:16:00,192.168.114.24
100876,AA3.28,06/05/2025 15:57:00,192.168.114.24
100876,B2.01,13/05/2025 09:47:00,192.168.114.24
100876,D1.02,15/05/2025 09:47:00,192.168.114.24
100876,C2.02,16/05/2025 11:14:00,192.168.114.24
100876,Auditório 1,19/05/2025 16:16:00,192.168.114.24
100876,D1.01,20/05/2025 09:47:00,192.168.114.24
100876,0S02,20/05/2025 19:50:00,192.168.114.24
100876,C2.02,27/05/2025 09:47:00,192.168.114.24
100876,0S02,28/05/2025 13:57:00,192.168.114.24
100876,0S02,30/05/2025 20:57:00,192.168.114.24
100876,D1.01,03/06/2025 20:57:00,192.168.114.24
100876,AA3.26,09/06/2025 19:50:00,192.168.114.24
100876,D1.02,10/06/2025 20:57:00,192.168.114.24
100876,B2.02,27/06/2025 20:57:00,192.168.114.24
100876,B2.01,01/07/2025 14:43:00,192.168.114.24
100876,AA3.28,02/07/2025 15:57:00,192.168.114.24
100876,D1.02,02/07/2025 16:16:00,192.168.114.24
102018,C2.01,03/07/2024 13:57:00,192.168.114.245
102018,D1.02,05/07/2024 19:50:00,192.168.114.245
102018,B2.01,16/07/2024 19:50:00,192.168.114.245
102018,0S02,17/07/2024 11:14:00,192.168.114.245
102018,C2.02,19/07/2024 19:50:00,192.168.114.245
102018,0S01,31/07/2024 17:50:00,192.168.114.245
102018,D1.02,01/08/2024 17:50:00,192.168.114.245
102018,D1.01,05/08/2024 09:47:00,192.168.114.245
102018,C2.02,05/08/2024 15:57:00,192.168.114.245
102018,C2.02,08/08/2024 12:55:00,192.168.114.245
102018,Auditório 4,09/08/2024 18:34:00,192.168.114.245
102018,C2.01,16/08/2024 18:34:00,192.168.114.245
102018,AA3.28,28/08/2024 18:34:00,192.168.114.245
102018,0S02,29/08/2024 10:33:00,192.168.114.245
102018,B2.02,29/08/2024 13:57:00,192.168.114.245
102018,B2.02,29/08/2024 14:43:00,192.168.114.245
102018,0S02,02/09/2024 14:43:00,192.168.114.245
102018,D1.02,02/09/2024 16:16:00,192.168.114.245
102018,B2.02,02/09/2024 18:34:00,192.168.114.245
102018,AA3.26,03/09/2024 12:55:00,192.168.114.245
102018,Auditório 1,03/09/2024 16:16:00,192.168.114.245
102018,B2.01,06/09/2024 15:57:00,192.168.114.245
102018,0S02,12/09/2024 16:16:00,192.168.114.245
102018,0S02,16/09/2024 13:57:00,192.168.114.245
102018,B2.01,20/09/2024 11:14:00,192.168.114.245
102018,AA3.26,23/09/2024 15:57:00,192.168.114.245
102018,C2.02,23/09/2024 19:50:00,192.168.114.245
102018,AA3.26,27/09/2024 13:57:00,192.168.114.245
102018,D1.02,03/10/2024 13:57:00,192.168.114.245
102018,Auditório 1,03/10/2024 14:43:00,192.168.114.245
102018,C2.01,04/10/2024 09:47:00,192.168.114.245
102018,Auditório 4,14/10/2024 16:16:00,192.168.114.245
102018,D1.01,16/10/2024 10:33:00,192.168.114.245
102018,0S02,17/10/2024 20:57:00,192.168.114.245
102018,B2.02,21/10/2024 19:50:00,192.168.114.245
102018,C2.01,22/10/2024 14:43:00,192.168.114.245
102018,AA3.28,23/10/2024 16:16:00,192.168.114.245
102018,0S02,24/10/2024 09:47:00,192.168.114.245
102018,Auditório 4,25/10/2024 12:55:00,192.168.114.245
102018,D1.02,05/11/2024 13:57:00,192.168.114.245
102018,C2.01,06/11/2024 19:50:00,192.168.114.245
102018,B2.01,11/11/2024 16:16:00,192.168.114.245
102018,B2.01,12/11/2024 12:55:00,192.168.114.245
102018,0S02,15/11/2024 16:16:00,192.168.114.245
102018,Auditório 1,20/11/2024 09:47:00,192.168.114.245
102018,C2.01,21/11/2024 11:14:00,192.168.114.245
102018,B2.02,21/11/2024 13:57:00,192.168.114.245
102018,B2.01,29/11/2024 14:43:00,192.168.114.245
102018,0S01,03/12/2024 12:55:00,192.168.114.245
102018,D1.02,10/12/2024 10:33:00,192.168.114.245
102018,AA3.28,04/02/2025 19:50:00,192.168.114.245
102018,C2.02,05/02/2025 10:33:00,192.168.114.245
102018,0S02,05/02/2025 15:57:00,192.168.114.245
102018,D1.02,10/02/2025 14:43:00,192.168.114.245
102018,B2.02,11/02/2025 09:47:00,192.168.114.245
102018,Auditório 1,24/02/2025 13:57:00,192.168.114.245
102018,0S01,27/02/2025 12:55:00,192.168.114.245
102018,D1.01,07/03/2025 15:57:00,192.168.114.245
102018,C2.02,10/03/2025 16:16:00,192.168.114.245
102018,C2.02,12/03/2025 14:43:00,192.168.114.245
102018,0S01,13/03/2025 11:14:00,192.168.114.245
102018,B2.01,17/03/2025 13:57:00,192.168.114.245
102018,0S01,17/03/2025 20:57:00,192.168.114.245
102018,D1.01,24/03/2025 14:43:00,192.168.114.245
102018,D1.02,27/03/2025 15:57:00,192.168.114.245
102018,AA3.28,07/04/2025 15:57:00,192.168.114.245
102018,Auditório 4,10/04/2025 20:57:00,192.168.114.245
102018,B2.02,11/04/2025 15:57:00,192.168.114.245
102018,Auditório 1,14/04/2025 16:16:00,192.168.114.245
102018,B2.01,17/04/2025 16:16:00,192.168.114.245
102018,B2.01,17/04/2025 19:50:00,192.168.114.245
102018,AA3.26,21/04/2025 19:50:00,192.168.114.245
102018,B2.02,22/04/2025 09:47:00,192.168.114.245
102018,0S02,22/04/2025 13:57:00,192.168.114.245
102018,B2.02,23/04/2025 15:57:00,192.168.114.245
102018,B2.01,23/04/2025 16:16:00,192.168.114.245
102018,0S02,01/05/2025 16:16:00,192.168.114.245
102018,Auditório 1,08/05/2025 11:14:00,192.168.114.245
102018,AA3.26,13/05/2025 16:16:00,192.168.114.245
102018,B2.02,16/05/2025 10:33:00,192.168.114.245
102018,C2.02,16/05/2025 12:55:00,192.168.114.245
102018,AA3.28,19/05/2025 17:50:00,192.168.114.245
102018,C2.01,20/05/2025 17:50:00,192.168.114.245
102018,D1.02,21/05/2025 10:33:00,192.168.114.245
102018,C2.01,21/05/2025 13:57:00,192.168.114.245
102018,Auditório 4,26/05/2025 13:57:00,192.168.114.245
102018,AA3.26,29/05/2025 16:16:00,192.168.114.245
102018,AA3.28,29/05/2025 20:57:00,192.168.114.245
102018,AA3.28,04/06/2025 16:16:00,192.168.114.245
102018,AA3.26,09/06/2025 20:57:00,192.168.114.245
102018,B2.01,11/06/2025 10:33:00,192.168.114.245
102018,B2.01,13/06/2025 15:57:00,192.168.114.245
102018,AA3.26,18/06/2025 09:47:00,192.168.114.245
102018,0S01,20/06/2025 13:57:00,192.168.114.245
102018,AA3.28,23/06/2025 18:34:00,192.168.114.245
102018,AA3.26,01/07/2025 18:34:00,192.168.114.245
101556,C2.02,03/07/2024 11:14:00,192.168.115.18
101556,C2.01,03/07/2024 19:50:00,192.168.115.18
101556,D1.02,05/07/2024 15:57:00,192.168.115.18
101556,Auditório 1,08/07/2024 09:47:00,192.168.115.18
101556,AA3.26,10/07/2024 17:50:00,192.168.115.18
101556,AA3.26,11/07/2024 17:50:00,192.168.115.18
101556,0S01,22/07/2024 10:33:00,192.168.115.18
101556,C2.01,23/07/2024 10:33:00,192.168.115.18
101556,B2.01,25/07/2024 16:16:00,192.168.115.18
101556,0S02,25/07/2024 20:57:00,192.168.115.18
101556,C2.01,26/07/2024 17:50:00,192.168.115.18
101556,C2.02,29/07/2024 10:33:00,192.168.115.18
101556,B2.01,31/07/2024 09:47:00,192.168.115.18
101556,B2.01,07/08/2024 18:34:00,192.168.115.18
101556,C2.01,13/08/2024 15:57:00,192.168.115.18
101556,D1.01,14/08/2024 09:47:00,192.168.115.18
101556,B2.02,22/08/2024 16:16:00,192.168.115.18
101556,Auditório 4,27/08/2024 14:43:00,192.168.115.18
101556,0S01,06/09/2024 14:43:00,192.168.115.18
101556,D1.01,16/09/2024 12:55:00,192.168.115.18
101556,D1.02,17/09/2024 14:43:00,192.168.115.18
101556,Auditório 4,20/09/2024 18:34:00,192.168.115.18
101556,Auditório 1,23/09/2024 12:55:00,192.168.115.18
101556,0S02,24/09/2024 18:34:00,192.168.115.18
101556,C2.01,26/09/2024 20:57:00,192.168.115.18
101556,C2.02,02/10/2024 09:47:00,192.168.115.18
101556,AA3.26,03/10/2024 20:57:00,192.168.115.18
101556,B2.02,07/10/2024 09:47:00,192.168.115.18
101556,Auditório 1,15/10/2024 19:50:00,192.168.115.18
101556,0S02,16/10/2024 20:57:00,192.168.115.18
101556,C2.02,17/10/2024 12:55:00,192.168.115.18
101556,Auditório 4,18/10/2024 13:57:00,192.168.115.18
101556,AA3.26,28/10/2024 15:57:00,192.168.115.18
101556,D1.01,29/10/2024 20:57:00,192.168.115.18
101556,B2.02,31/10/2024 12:55:00,192.168.115.18
101556,B2.01,04/11/2024 10:33:00,192.168.115.18
101556,C2.01,07/11/2024 16:16:00,192.168.115.18
101556,C2.01,11/11/2024 15:57:00,192.168.115.18
101556,0S02,21/11/2024 12:55:00,192.168.115.18
101556,AA3.26,22/11/2024 20:57:00,192.168.115.18
101556,0S02,25/11/2024 14:43:00,192.168.115.18
101556,0S02,27/11/2024 12:55:00,192.168.115.18
101556,D1.01,02/12/2024 13:57:00,192.168.115.18
101556,D1.02,04/12/2024 14:43:00,192.168.115.18
101556,AA3.28,09/12/2024 18:34:00,192.168.115.18
101556,C2.02,11/12/2024 15:57:00,192.168.115.18
101556,Auditório 4,12/12/2024 16:16:00,192.168.115.18
101556,B2.02,10/02/2025 20:57:00,192.168.115.18
101556,0S02,11/02/2025 11:14:00,192.168.115.18
101556,D1.01,13/02/2025 17:50:00,192.168.115.18
101556,C2.01,14/02/2025 17:50:00,192.168.115.18
101556,Auditório 4,26/02/2025 11:14:00,192.168.115.18
101556,D1.02,03/03/2025 13:57:00,192.168.115.18
101556,0S02,04/03/2025 09:47:00,192.168.115.18
101556,B2.02,07/03/2025 18:34:00,192.168.115.18
101556,C2.01,12/03/2025 13:57:00,192.168.115.18
101556,Auditório 1,17/03/2025 12:55:00,192.168.115.18
101556,C2.01,18/03/2025 18:34:00,192.168.115.18
101556,D1.02,24/03/2025 19:50:00,192.168.115.18
101556,Auditório 4,28/03/2025 11:14:00,192.168.115.18
101556,B2.02,04/04/2025 17:50:00,192.168.115.18
101556,D1.01,08/04/2025 09:47:00,192.168.115.18
101556,C2.01,08/04/2025 10:33:00,192.168.115.18
101556,C2.02,11/04/2025 09:47:00,192.168.115.18
101556,C2.01,11/04/2025 15:57:00,192.168.115.18
101556,AA3.28,16/04/2025 11:14:00,192.168.115.18
101556,AA3.26,16/04/2025 15:57:00,192.168.115.18
101556,B2.01,24/04/2025 17:50:00,192.168.115.18
101556,B2.01,28/04/2025 15:57:00,192.168.115.18
101556,0S02,30/04/2025 15:57:00,192.168.115.18
101556,B2.01,06/05/2025 14:43:00,192.168.115.18
101556,0S02,07/05/2025 09:47:00,192.168.115.18
101556,Auditório 1,07/05/2025 15:57:00,192.168.115.18
101556,D1.02,14/05/2025 10:33:00,192.168.115.18
101556,0S02,16/05/2025 19:50:00,192.168.115.18
101556,B2.02,19/05/2025 12:55:00,192.168.115.18
101556,Auditório 1,21/05/2025 17:50:00,192.168.115.18
101556,0S02,29/05/2025 16:16:00,192.168.115.18
101556,AA3.28,03/06/2025 15:57:00,192.168.115.18
101556,D1.01,05/06/2025 09:47:00,192.168.115.18
101556,AA3.28,16/06/2025 10:33:00,192.168.115.18
101556,0S01,23/06/2025 14:43:00,192.168.115.18
101556,C2.01,25/06/2025 13:57:00,192.168.115.18
101556,D1.02,25/06/2025 17:50:00,192.168.115.18
101556,Auditório 1,26/06/2025 13:57:00,192.168.115.18
101556,AA3.28,26/06/2025 18:34:00,192.168.115.18
101556,AA3.26,27/06/2025 15:57:00,192.168.115.18
101556,C2.02,27/06/2025 17:50:00,192.168.115.18
109676,B2.01,02/07/2024 12:55:00,192.168.115.47
109676,D1.02,03/07/2024 11:14:00,192.168.115.47
109676,Auditório 4,11/07/2024 20:57:00,192.168.115.47
109676,AA3.26,16/07/2024 14:43:00,192.168.115.47
109676,C2.02,22/07/2024 12:55:00,192.168.115.47
109676,B2.02,23/07/2024 18:34:00,192.168.115.47
109676,D1.01,25/07/2024 18:34:00,192.168.115.47
109676,B2.02,29/07/2024 20:57:00,192.168.115.47
109676,D1.02,06/08/2024 17:50:00,192.168.115.47
109676,Auditório 1,07/08/2024 09:47:00,192.168.115.47
109676,0S01,12/08/2024 10:33:00,192.168.115.47
109676,Auditório 1,15/08/2024 12:55:00,192.168.115.47
109676,AA3.26,20/08/2024 14:43:00,192.168.115.47
109676,B2.01,03/09/2024 10:33:00,192.168.115.47
109676,Auditório 4,04/09/2024 09:47:00,192.168.115.47
109676,Auditório 4,09/09/2024 18:34:00,192.168.115.47
109676,0S01,17/09/2024 10:33:00,192.168.115.47
109676,0S01,19/09/2024 10:33:00,192.168.115.47
109676,B2.02,19/09/2024 12:55:00,192.168.115.47
109676,AA3.28,30/09/2024 10:33:00,192.168.115.47
109676,D1.01,02/10/2024 15:57:00,192.168.115.47
109676,0S02,03/10/2024 10:33:00,192.168.115.47
109676,AA3.26,04/10/2024 16:16:00,192.168.115.47
109676,B2.01,07/10/2024 11:14:00,192.168.115.47
109676,0S01,14/10/2024 09:47:00,192.168.115.47
109676,C2.01,15/10/2024 18:34:00,192.168.115.47
109676,0S01,16/10/2024 15:57:00,192.168.115.47
109676,Auditório 1,16/10/2024 20:57:00,192.168.115.47
109676,D1.01,17/10/2024 14:43:00,192.168.115.47
109676,B2.01,21/10/2024 13:57:00,192.168.115.47
109676,Auditório 4,22/10/2024 14:43:00,192.168.115.47
109676,0S02,22/10/2024 20:57:00,192.168.115.47
109676,B2.01,23/10/2024 19:50:00,192.168.115.47
109676,AA3.28,24/10/2024 12:55:00,192.168.115.47
109676,B2.01,24/10/2024 14:43:00,192.168.115.47
109676,D1.01,28/10/2024 19:50:00,192.168.115.47
109676,Auditório 4,01/11/2024 14:43:00,192.168.115.47
109676,C2.02,01/11/2024 20:57:00,192.168.115.47
109676,Auditório 4,04/11/2024 20:57:00,192.168.115.47
109676,C2.02,07/11/2024 18:34:00,192.168.115.47
109676,C2.02,11/11/2024 13:57:00,192.168.115.47
109676,D1.01,11/11/2024 14:43:00,192.168.115.47
109676,C2.02,14/11/2024 15:57:00,192.168.115.47
109676,AA3.28,15/11/2024 16:16:00,192.168.115.47
109676,D1.01,18/11/2024 15:57:00,192.168.115.47
109676,0S02,18/11/2024 20:57:00,192.168.115.47
109676,D1.02,20/11/2024 16:16:00,192.168.115.47
109676,Auditório 1,25/11/2024 20:57:00,192.168.115.47
109676,C2.01,26/11/2024 12:55:00,192.168.115.47
109676,C2.02,27/11/2024 14:43:00,192.168.115.47
109676,0S02,28/11/2024 16:16:00,192.168.115.47
109676,AA3.28,29/11/2024 19:50:00,192.168.115.47
109676,AA3.26,09/12/2024 10:33:00,192.168.115.47
109676,D1.01,09/12/2024 12:55:00,192.168.115.47
109676,B2.01,04/02/2025 11:14:00,192.168.115.47
109676,C2.01,05/02/2025 13:57:00,192.168.115.47
109676,D1.01,07/02/2025 09:47:00,192.168.115.47
109676,C2.01,14/02/2025 11:14:00,192.168.115.47
109676,Auditório 1,17/02/2025 12:55:00,192.168.115.47
109676,Auditório 1,17/02/2025 17:50:00,192.168.115.47
109676,0S01,24/02/2025 11:14:00,192.168.115.47
109676,AA3.26,03/03/2025 09:47:00,192.168.115.47
109676,Auditório 1,13/03/2025 19:50:00,192.168.115.47
109676,AA3.26,14/03/2025 10:33:00,192.168.115.47
109676,C2.02,20/03/2025 12:55:00,192.168.115.47
109676,C2.02,21/03/2025 20:57:00,192.168.115.47
109676,C2.01,24/03/2025 19:50:00,192.168.115.47
109676,AA3.26,03/04/2025 17:50:00,192.168.115.47
109676,D1.02,04/04/2025 13:57:00,192.168.115.47
109676,C2.01,07/04/2025 11:14:00,192.168.115.47
109676,D1.02,07/04/2025 12:55:00,192.168.115.47
109676,0S02,14/04/2025 09:47:00,192.168.115.47
109676,B2.02,16/04/2025 11:14:00,192.168.115.47
109676,0S01,16/04/2025 13:57:00,192.168.115.47
109676,Auditório 4,17/04/2025 15:57:00,192.168.115.47
109676,D1.02,17/04/2025 17:50:00,192.168.115.47
109676,0S02,22/04/2025 14:43:00,192.168.115.47
109676,D1.02,22/04/2025 16:16:00,192.168.115.47
109676,Auditório 1,24/04/2025 13:57:00,192.168.115.47
109676,D1.02,08/05/2025 17:50:00,192.168.115.47
109676,Auditório 4,09/05/2025 10:33:00,192.168.115.47
109676,B2.01,09/05/2025 12:55:00,192.168.115.47
109676,B2.01,09/05/2025 15:57:00,192.168.115.47
109676,0S02,12/05/2025 19:50:00,192.168.115.47
109676,C2.01,16/05/2025 14:43:00,192.168.115.47
109676,B2.02,19/05/2025 19:50:00,192.168.115.47
109676,Auditório 1,21/05/2025 10:33:00,192.168.115.47
109676,Auditório 4,23/05/2025 17:50:00,192.168.115.47
109676,AA3.26,30/05/2025 16:16:00,192.168.115.47
109676,AA3.28,30/05/2025 17:50:00,192.168.115.47
109676,D1.02,03/06/2025 09:47:00,192.168.115.47
109676,C2.01,05/06/2025 20:57:00,192.168.115.47
109676,B2.02,17/06/2025 12:55:00,192.168.115.47
109676,AA3.26,24/06/2025 19:50:00,192.168.115.47
109676,Auditório 4,25/06/2025 16:16:00,192.168.115.47
109676,Auditório 4,27/06/2025 16:16:00,192.168.115.47
109676,D1.01,01/07/2025 13:57:00,192.168.115.47
109839,C2.02,02/07/2024 11:14:00,192.168.115.97
109839,0S01,02/07/2024 19:50:00,192.168.115.97
109839,AA3.28,05/07/2024 09:47:00,192.168.115.97
109839,AA3.28,05/07/2024 14:43:00,192.168.115.97
109839,B2.01,09/07/2024 11:14:00,192.168.115.97
109839,0S02,10/07/2024 14:43:00,192.168.115.97
109839,Auditório 1,15/07/2024 09:47:00,192.168.115.97
109839,Auditório 4,22/07/2024 16:16:00,192.168.115.97
109839,0S01,23/07/2024 14:43:00,192.168.115.97
109839,0S02,01/08/2024 15:57:00,192.168.115.97
109839,AA3.28,02/08/2024 10:33:00,192.168.115.97
109839,Auditório 4,07/08/2024 17:50:00,192.168.115.97
109839,B2.02,09/08/2024 11:14:00,192.168.115.97
109839,C2.01,12/08/2024 14:43:00,192.168.115.97
109839,C2.01,14/08/2024 15:57:00,192.168.115.97
109839,AA3.26,16/08/2024 09:47:00,192.168.115.97
109839,D1.01,16/08/2024 19:50:00,192.168.115.97
109839,0S02,20/08/2024 18:34:00,192.168.115.97
109839,Auditório 4,21/08/2024 13:57:00,192.168.115.97
109839,D1.01,21/08/2024 19:50:00,192.168.115.97
109839,AA3.28,23/08/2024 11:14:00,192.168.115.97
109839,B2.02,02/09/2024 19:50:00,192.168.115.97
109839,C2.02,13/09/2024 15:57:00,192.168.115.97
109839,D1.01,16/09/2024 11:14:00,192.168.115.97
